"M_range","Site","Plot","Z","Type","Essence","Diameter","Position","Contact","Sap_max","P_Bux","X","Y"
"Massif_central","M2","M2",1442.52381,"Souche","Résineux",50,NA,NA,"2","0",683918.358739296,6440821.76380214
"Massif_central","M2","M2",1451,"Souche","Résineux",65,NA,NA,"2","0",683920.08451585,6440819.53807135
"Massif_central","M2","M2",1443,"Bois mort au sol","Résineux",0,"Autre","Partiel","3","0",683927.326872027,6440820.07465331
"Massif_central","M2","M2",1446,"Bois mort au sol","Résineux",35,"Perpandiculaire","Partiel","3","1",683918.96970468,6440814.54310882
"Massif_central","M2","M2",1446,"Souche","Résineux",52,NA,NA,"4","0",683919.289700256,6440816.54141966
"Massif_central","M2","M2",1448.190476,"Bois mort au sol","Résineux",22,"Perpandiculaire","Partiel","2","0",683914.580869338,6440821.77357905
"Massif_central","M2","M2",1449.52381,"Souche","Résineux",80,NA,NA,"2","0",683922.815941601,6440810.53488005
"Massif_central","M2","M2",1450.666667,"Bois mort au sol","Résineux",35,"Autre","Total","2","0",683925.805324444,6440809.97183113
"Massif_central","M2","M2",1452.809524,"Bois mort au sol","Résineux",20,"Autre","Total","2","0",683923.280419065,6440807.53497022
"Massif_central","M2","M2",1455.952381,"Bois mort au sol","Résineux",20,"Autre","Total","2","0",683927.613833893,6440809.30077419
"Massif_central","M2","M2",1456.904762,"Souche","Résineux",60,NA,NA,"4","0",683928.005639501,6440808.63338131
"Massif_central","M2","M2",1454.190476,"Bois mort au sol","Résineux",30,"Autre","Total","2","0",683918.005980595,6440807.10436352
"Massif_central","M2","M2",1452,"Bois mort au sol","Résineux",62,"Perpandiculaire","Total","4","0",683917.925550404,6440806.43819202
"Massif_central","M2","M2",1455.666667,"Souche","Résineux",58,NA,NA,"3","0",683915.785546699,6440800.66843997
"Massif_central","M2","M2",1454,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","4","0",683916.111292575,6440804.88800126
"Massif_central","M2","M2",1469.952381,"Bois mort au sol","Résineux",32,"Autre","Partiel","5","0",683915.473884979,6440801.89094257
"Massif_central","M2","M2",1470,"Bois mort au sol","Résineux",28,"Autre","Partiel","4","0",683920.357959586,6440803.5442531
"Massif_central","M2","M2",1471.238095,"Souche","Résineux",65,NA,NA,"3","0",683921.063438874,6440802.43179514
"Massif_central","M2","M2",1463,"Bois mort au sol","Résineux",24,"Autre","Total","3","0",683921.641941195,6440782.66103569
"Massif_central","M2","M2",1457,"Bois mort au sol","Résineux",23,"Autre","Partiel","2","0",683927.233809663,6440784.09039409
"Massif_central","M2","M2",1459,"Bois mort au sol","Résineux",27,"Autre","Absent","2","0",683927.707195155,6440784.53342295
"Massif_central","M2","M2",1459,"Souche","Résineux",72,NA,NA,"3","0",683925.820546898,6440785.42680854
"Massif_central","M2","M2",1462,"Bois mort au sol","Résineux",23,"Perpandiculaire","Total","5","0",683932.975335288,6440782.52066217
"Massif_central","M2","M2",1459.952381,"Bois mort au sol","Résineux",34,"Autre","Total","3","0",683934.321952436,6440785.84907921
"Massif_central","M2","M2",1460,"Souche","Résineux",60,NA,NA,"3","0",683941.480474963,6440784.38675557
"Massif_central","M2","M2",1445,"Souche","Résineux",62,NA,NA,"3","0",683918.837870195,6440824.42808073
"Massif_central","M2","M2",1447,"Bois mort au sol","Résineux",36,"Perpandiculaire","Total","4","0",683920.570255237,6440824.75678811
"Massif_central","M2","M2",1445,"Bois mort au sol","Résineux",35,"Perpandiculaire","Total","4","0",683922.848694904,6440823.19600783
"Massif_central","M2","M2",1447.380952,"Bois mort au sol","Résineux",24,"Axe de pente","Total","4","0",683921.274582784,6440823.20008013
"Massif_central","M2","M2",1456,"Bois mort au sol","Résineux",20,"Axe de pente","Total","2","0",683922.996050376,6440819.30841231
"Massif_central","M2","M2",1461,"Bois mort au sol","Résineux",29,"Axe de pente","Total","4","0",683922.367841725,6440819.86535378
"Massif_central","M2","M2",1459.857143,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","4","0",683916.701609898,6440820.10214141
"Massif_central","M2","M2",1461,"Souche","Résineux",50,NA,NA,"4","0",683917.727944698,6440821.32118137
"Massif_central","M2","M2",1400.904762,"Souche","Résineux",70,NA,NA,"2","0",683899.833412485,6440840.80358495
"Massif_central","M2","M2",1456.380952,"Bois mort au sol","Résineux",18,"Perpandiculaire","Partiel","4","0",683902.642641901,6440831.46699377
"Massif_central","M2","M2",1459.47619,"Bois mort au sol","Résineux",40,"Autre","Partiel","4","0",683911.455645467,6440830.66672996
"Massif_central","M2","M2",1460,"Souche","Résineux",70,NA,NA,"5","0",683909.491458268,6440832.00457424
"Massif_central","M2","M2",1438,"Souche","Résineux",75,NA,NA,"5","0",683888.943853891,6440829.94760538
"Massif_central","M2","M2",1438,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","3","0",683890.603291209,6440832.49775882
"Massif_central","M2","M2",1440.952381,"Bois mort au sol","Résineux",28,"Autre","Partiel","3","0",683893.91179999,6440833.59981633
"Massif_central","M2","M2",1442,"Bois mort au sol","Résineux",27,"Axe de pente","Partiel","3","0",683896.671671597,6440835.59180327
"Massif_central","M2","M2",1448,"Souche","Résineux",50,NA,NA,"3","0",683894.625617737,6440835.70816847
"Massif_central","M2","M2",1446.285714,"Bois mort au sol","Résineux",23,"Axe de pente","Total","4","0",683893.589206605,6440830.6019442
"Massif_central","M2","M2",1453,"Bois mort au sol","Résineux",20,"Autre","Total","3","0",683893.363452204,6440834.60080682
"Massif_central","M2","M2",1454.047619,"Bois mort au sol","Résineux",33,"Autre","Total","4","0",683890.362568495,6440830.72137056
"Massif_central","M2","M2",1458.047619,"Bois mort au sol","Résineux",20,"Perpandiculaire",NA,"2","0",683881.181388993,6440841.29618646
"Massif_central","M2","M2",1461.761905,"Souche","Résineux",55,NA,NA,"3","0",683874.829595171,6440850.30878817
"Massif_central","M2","M2",1469.333333,"Bois mort au sol","Résineux",48,"Axe de pente","Total","5","0",683880.021549828,6440849.29574965
"Massif_central","M2","M2",1459.142857,"Bois mort au sol","Résineux",28,"Axe de pente","Total","3","0",683881.687322715,6440854.28927588
"Massif_central","M2","M2",1444,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","5","0",683869.301489402,6440843.1040221
"Massif_central","M2","M2",1456.285714,"Bois mort au sol","Résineux",32,"Axe de pente","Total","5","1",683874.377247842,6440857.97332683
"Massif_central","M2","M2",1460.142857,"Souche","Résineux",75,NA,NA,"4","0",683862.964422091,6440857.78082402
"Massif_central","M2","M2",1478,"Bois mort au sol","Résineux",65,"Axe de pente","Total","5","1",683868.3310761,6440863.43111765
"Massif_central","M2","M2",1464,"Bois mort au sol","Feuillus",18,"Perpandiculaire","Total","2","0",683851.239083625,6440858.47766028
"Massif_central","M2","M2",1475.333333,"Bois mort au sol","Feuillus",16,"Perpandiculaire","Total","2","0",683855.161069639,6440853.35856042
"Massif_central","M2","M2",1480,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","2","0",683851.97338098,6440850.98886275
"Massif_central","M2","M2",1480,"Bois mort au sol","Feuillus",20,"Axe de pente","Partiel","2","0",683851.961074812,6440850.82405918
"Massif_central","M2","M2",1477,"Bois mort au sol","Résineux",25,"Perpandiculaire","Partiel","3","0",683839.498730102,6440853.39926813
"Massif_central","M2","M2",1477.952381,"Bois mort au sol","Résineux",28,"Autre","Partiel","3","0",683842.091671168,6440851.72657721
"Massif_central","M2","M2",1484.190476,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","4","0",683836.599057495,6440858.1825292
"Massif_central","M2","M2",1472.142857,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","4","1",683840.470627236,6440863.94775071
"Massif_central","M2","M2",1485.190476,"Bois mort au sol","Résineux",42,"Perpandiculaire","Partiel","4","1",683840.564349004,6440869.72279646
"Massif_central","M2","M2",1471,"Souche","Résineux",55,NA,NA,"5","0",683819.104482804,6440879.99645267
"Massif_central","M2","M2",1483,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","5","0",683821.243392903,6440885.32192036
"Massif_central","M2","M2",1474.190476,"Bois mort au sol","Résineux",48,"Perpandiculaire","Partiel","5","0",683798.335658005,6440883.60458603
"Massif_central","M2","M2",1477.52381,"Bois mort au sol","Feuillus",23,"Autre","Partiel","4","0",683782.436537741,6440913.52207012
"Massif_central","M2","M2",1464,"Bois mort au sol","Résineux",23,"Axe de pente","Partiel","5","0",683773.849342068,6440910.32365051
"Massif_central","M2","M2",1459.047619,"Bois mort au sol","Feuillus",21,"Axe de pente","Partiel","4","1",683768.656875384,6440911.1146526
"Massif_central","M2","M2",1472,"Bois mort au sol","Résineux",32,"Axe de pente","Partiel","3","0",683761.327490781,6440907.35764901
"Massif_central","M2","M2",1468,"Bois mort au sol","Feuillus",15,"Axe de pente","Partiel","3","0",683781.523834812,6440895.53220517
"Massif_central","M2","M2",1473,"Bois mort au sol","Feuillus",12,"Autre","Partiel","2","0",683779.144721508,6440888.65249257
"Massif_central","M2","M2",1471.714286,"Bois mort au sol","Feuillus",23,"Axe de pente","Partiel","3","0",683781.190466024,6440888.42502686
"Massif_central","M2","M2",1480.047619,"Bois mort au sol","Feuillus",25,"Axe de pente","Partiel","4","0",683794.243585497,6440883.83738184
"Massif_central","M2","M2",1483.190476,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","4","0",683796.448189677,6440884.16482319
"Massif_central","M2","M2",1487.666667,"Bois mort au sol","Résineux",20,"Axe de pente","Partiel","4","0",683800.631415247,6440888.70751122
"Massif_central","M2","M2",1490.952381,"Bois mort au sol","Résineux",50,"Perpandiculaire","Partiel","4","0",683798.74568545,6440889.93412267
"Massif_central","M2","M2",1483.952381,"Bois mort au sol","Feuillus",26,"Axe de pente","Partiel","3","0",683799.046317773,6440884.49123945
"Massif_central","M2","M2",1490.857143,"Bois mort au sol","Résineux",21,"Perpandiculaire","Partiel","2","0",683807.181557581,6440865.25609366
"Massif_central","M2","M2",1487.142857,"Bois mort au sol","Résineux",22,"Autre","Partiel","3","1",683807.729310038,6440864.03297062
"Massif_central","M2","M2",1470.952381,"Bois mort au sol","Résineux",27,"Perpandiculaire","Partiel","2","0",683835.387859438,6440846.41297358
"Massif_central","M2","M2",1474,"Bois mort au sol","Feuillus",28,"Axe de pente","Partiel","3","0",683842.230890323,6440844.72922966
"Massif_central","M2","M2",1490.809524,"Bois mort au sol","Résineux",30,"Axe de pente","Partiel","4","0",683836.87719458,6440844.07677145
"Massif_central","M2","M2",1490.714286,"Bois mort au sol","Résineux",28,"Autre","Partiel","4","0",683836.723827794,6440845.63205602
"Massif_central","M2","M2",1496.571429,"Bois mort au sol","Résineux",70,"Axe de pente","Partiel","4","1",683844.654299316,6440838.39232341
"Massif_central","M2","M2",1468,"Bois mort au sol","Résineux",18,"Perpandiculaire","Partiel","3","0",683852.312675867,6440847.59067106
"Massif_central","M2","M2",1473.238095,"Bois mort au sol","Feuillus",15,"Axe de pente","Total","3","0",683858.139464065,6440848.57510354
"Massif_central","M2","M2",1468.285714,"Bois mort au sol","Résineux",28,"Perpandiculaire","Total","5","1",683859.17503607,6440853.34813415
"Massif_central","M2","M2",1471.47619,"Bois mort au sol","Résineux",17,"Autre","Total","4","0",683866.942635263,6440843.99865116
"Massif_central","M2","M2",1488,"Bois mort au sol","Résineux",26,"Autre","Partiel","3","0",683874.156149664,6440833.42891952
"Massif_central","M2","M2",1486.761905,"Bois mort au sol","Résineux",38,"Autre","Absent","3","0",683876.911705735,6440833.75495993
"Massif_central","M2","M2",1482,"Bois mort au sol","Résineux",28,"Axe de pente","Total","3","0",683874.825596319,6440818.43364138
"Massif_central","M2","M2",1476,"Bois mort au sol","Résineux",27,"Autre",NA,"5","0",683875.960900812,6440831.31403484
"Massif_central","M2","M2",1463,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","5","0",683908.831045388,6440820.12251468
"Massif_central","M2","M2",1470,"Souche","Résineux",50,NA,NA,"4","0",683899.752562663,6440809.59501649
"Massif_central","M2","M2",1466,"Bois mort au sol","Résineux",30,"Axe de pente","Total","4","0",683898.652408216,6440810.2642463
"Massif_central","M2","M2",1470,"Bois mort au sol","Résineux",32,"Autre","Partiel","4","0",683905.014344712,6440805.13885655
"Massif_central","M2","M2",1444.483871,"Souche","Résineux",45,NA,NA,"4","0",683949.756546978,6440819.46136991
"Massif_central","M2","M2",1441.4,"Bois mort au sol","Résineux",29,"Perpandiculaire","Total","4","0",683948.197924178,6440825.4628117
"Massif_central","M2","M2",1433.6,"Bois mort au sol","Résineux",12,"Perpandiculaire","Total","3","0",683951.664697916,6440826.89768097
"Massif_central","M2","M2",1432,"Souche","Résineux",80,NA,NA,"4","0",683949.36244504,6440819.2402612
"Massif_central","M2","M2",1435.566667,"Bois mort au sol","Résineux",29,"Perpandiculaire","Partiel","3","0",683951.800886421,6440818.67864771
"Massif_central","M2","M2",1438.258065,"Bois mort au sol","Résineux",36,"Autre","Partiel","4","0",683952.276848588,6440820.12124112
"Massif_central","M2","M2",1442.266667,"Bois mort au sol","Résineux",22,"Axe de pente","Partiel","2","0",683952.201871149,6440821.56525718
"Massif_central","M2","M2",1452.333333,"Souche","Résineux",85,NA,NA,"2","0",683946.848454136,6440821.02376672
"Massif_central","M2","M2",1446.966667,"Bois mort au sol","Résineux",35,"Autre","Total","4","0",683947.77570991,6440814.35757566
"Massif_central","M2","M2",1436.064516,"Bois mort au sol","Résineux",13,"Autre","Total","4","0",683951.871848736,6440815.67975628
"Massif_central","M2","M2",1443.064516,"Souche","Résineux",68,NA,NA,"3","0",683957.220969476,6440814.55531317
"Massif_central","M2","M2",1435.666667,"Bois mort au sol","Résineux",25,"Autre","Total","4","0",683949.649158319,6440808.35532054
"Massif_central","M2","M2",1440.354839,"Souche","Résineux",78,NA,NA,"3","0",683952.326589227,6440808.90372272
"Massif_central","M2","M2",1436.633333,"Bois mort au sol","Résineux",13,"Axe de pente","Total","2","0",683955.399268925,6440810.11748525
"Massif_central","M2","M2",1447,"Souche","Résineux",53,NA,NA,"3","0",683950.682372053,6440812.23986663
"Massif_central","M2","M2",1444.032258,"Souche","Résineux",75,NA,NA,"4","0",683965.375416633,6440802.53943583
"Massif_central","M2","M2",1450,"Bois mort au sol","Résineux",20,"Perpandiculaire","Total","2","0",683970.628453307,6440802.26658107
"Massif_central","M2","M2",1450,"Bois mort au sol","Résineux",20,"Perpandiculaire","Partiel","4","0",683970.4914242,6440802.30786434
"Massif_central","M2","M2",1438.5,"Souche","Résineux",60,NA,NA,"4","0",683964.344789611,6440799.65444999
"Massif_central","M2","M2",1441.966667,"Souche","Résineux",58,NA,NA,"4","0",683961.737463303,6440795.77396357
"Massif_central","M2","M2",1444,"Bois mort au sol","Résineux",20,"Axe de pente","Total","2","0",683961.188241369,6440796.44176057
"Massif_central","M2","M2",1442,"Souche","Résineux",65,NA,NA,"3","0",683963.541108864,6440793.21485401
"Massif_central","M2","M2",1445.612903,"Bois mort au sol","Résineux",50,"Axe de pente","Partiel","4","1",683939.305055002,6440825.81897672
"Massif_central","M2","M2",1448.466667,"Souche","Résineux",70,NA,NA,"4","0",683938.050645486,6440827.71029408
"Massif_central","M2","M2",1443.966667,"Souche","Résineux",80,NA,NA,"5","1",683935.704694283,6440833.60271053
"Massif_central","M2","M2",1451,"Souche","Résineux",50,NA,NA,"4","0",683907.399482394,6440844.78226609
"Massif_central","M2","M2",1454.448276,"Souche","Résineux",60,NA,NA,"4","0",683909.970304662,6440834.55778957
"Massif_central","M2","M2",1455.483871,"Souche","Résineux",0,NA,NA,"4","0",683904.413569637,6440846.67807401
"Massif_central","M2","M2",1453.966667,"Bois mort au sol","Résineux",15,"Axe de pente","Total","4","0",683902.839175796,6440846.57108846
"Massif_central","M2","M2",1464.266667,"Bois mort au sol","Résineux",40,"Perpandiculaire","Partiel","5","0",683897.264911664,6440851.91656563
"Massif_central","M2","M2",1447.709677,"Souche","Résineux",55,NA,NA,"4","0",683888.923307662,6440852.38243776
"Massif_central","M2","M2",1454,"Bois mort au sol","Résineux",20,"Autre","Partiel","3","0",683879.727470619,6440857.29306718
"Massif_central","M2","M2",1455,"Souche","Résineux",75,NA,NA,"4","0",683878.547469211,6440857.51825458
"Massif_central","M2","M2",1451.966667,"Bois mort au sol","Résineux",40,"Autre","Total","4","0",683878.480000109,6440861.84989669
"Massif_central","M2","M2",1464,"Bois mort au sol","Résineux",50,"Axe de pente","Partiel","4","0",683875.723303957,6440861.07960557
"Massif_central","M2","M2",1455,"Bois mort au sol","Résineux",13,"Autre","Total","4","0",683873.440567102,6440860.97446533
"Massif_central","M2","M2",1470.870968,"Bois mort au sol","Résineux",50,"Autre","Total","4","1",683866.346149432,6440856.77247471
"Massif_central","M2","M2",1455.548387,"Bois mort au sol","Résineux",29,"Autre","Partiel","2","0",683873.446042795,6440863.08465302
"Massif_central","M2","M2",1458.129032,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","4","0",683872.10805608,6440863.08812509
"Massif_central","M2","M2",1464.935484,"Souche","Résineux",110,NA,NA,"2","0",683855.382242533,6440877.90296592
"Massif_central","M2","M2",1462,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","0",683855.217042649,6440874.90468718
"Massif_central","M2","M2",1454.387097,"Souche","Résineux",66,NA,NA,"4","0",683857.963638742,6440871.78778145
"Massif_central","M2","M2",1463,"Bois mort au sol","Résineux",45,"Perpandiculaire","Partiel","4","0",683846.891638021,6440881.590116
